Time,x,y,z
1.7866285384623345e+18,-0.00045809030532836825,0.04902525186538687,-0.0007579040154814706
1.7866285384673344e+18,-0.0009225246310234066,0.09805025577545162,-0.0015280485898256295
1.7866285384723346e+18,-0.0013817071169614792,0.14707521915435792,-0.00230386845767498
1.7866285384773345e+18,-0.0018379373289644722,0.19610013484954839,-0.00308447401970625
1.7866285384823345e+18,-0.0022939796186983593,0.24512502908706674,-0.0038663412258029
1.7866285384873344e+18,-0.0027503199502825725,0.2941499519348143,-0.004646355658769605
1.7866285384923346e+18,-0.003208234664052724,0.34317491292953484,-0.005423217713832853
1.7866285384973345e+18,-0.0036693597026169296,0.3921998691558838,-0.006198392286896704
1.7866285385023345e+18,-0.004132533837109804,0.44122481584548956,-0.006972900107502936
1.7866285385073344e+18,-0.0045978429168462755,0.49024971485137947,-0.00774899024516344
1.7866285385123346e+18,-0.005065239872783423,0.5392745471000673,-0.008527938947081565
1.7866285385173345e+18,-0.00553374821320176,0.5882993340492247,-0.00930914610624313
1.7866285385223345e+18,-0.006002555470913648,0.6373241043090819,-0.010091198831796643
1.7866285385273344e+18,-0.006472076904028654,0.6863488817214966,-0.010872321911156176
1.7866285385323346e+18,-0.006941833682358265,0.7353736877441406,-0.011651623472571373
1.7866285385373345e+18,-0.007410589903593064,0.7843985247612,-0.012429556623101235
1.7866285385423345e+18,-0.007879026923328638,0.8334233856201173,-0.013206266127526761
1.7866285385473344e+18,-0.008347925078123805,0.8824482536315917,-0.013982250876724717
1.7866285385523346e+18,-0.008816554751247166,0.931473126411438,-0.014757982604205607
1.7866285385573345e+18,-0.009285441897809504,0.9804979991912842,-0.015533732660114765
1.7866285385623345e+18,-0.009754791315644978,1.0295228600502015,-0.016309991367161273
1.7866285385673344e+18,-0.010223516281694172,1.0785477232933047,-0.017086416967213153
1.7866285385723346e+18,-0.01069175189360976,1.1275726032257083,-0.01786212932318449
1.7866285385773345e+18,-0.011160880923271175,1.1765974736213685,-0.018637801557779308
1.7866285385823345e+18,-0.011630351282656189,1.2256223368644716,-0.019413660950958724
1.7866285385873344e+18,-0.012098802607506511,1.2746472239494326,-0.020188764408230777
1.7866285385923346e+18,-0.012566583678126332,1.3236721324920657,-0.02096283186227083
1.7866285385973345e+18,-0.013034180104732509,1.372697060108185,-0.021735645532608025
1.7866285386023345e+18,-0.013501771353185173,1.4217220187187196,-0.022506641410291187
1.7866285386073344e+18,-0.013969691712409254,1.4707470011711123,-0.023276054970920078
1.7866285386123346e+18,-0.014437890797853466,1.5197719883918765,-0.024044857248663894
1.7866285386173345e+18,-0.014905713088810441,1.568796985149384,-0.02481325682252645
1.7866285386223345e+18,-0.015373058654367921,1.617821996212006,-0.025581117123365395
1.7866285386273344e+18,-0.01584043651819229,1.6668470120429997,-0.026348586603999132
