Time,x,y,z
1787287649386931712.000000,2.932825,0.585900,-3.462447
1787287649391931648.000000,2.937825,-1.447570,-3.563520
1787287649396931840.000000,2.942826,0.960824,-3.890881
1787287649401931776.000000,2.947826,0.969255,-3.893602
1787287649406931712.000000,2.952825,-0.163668,-3.941142
1787287649411931648.000000,2.957825,-1.259097,-4.025065
1787287649416931840.000000,2.962826,0.974751,-4.154724
1787287649421931776.000000,2.967826,0.393448,-3.948462
1787287649426931712.000000,2.972825,-0.584719,-3.753212
1787287649431931648.000000,2.977825,0.103076,-3.606594
1787287649436931840.000000,2.982826,1.289716,-3.523579
1787287649441931776.000000,2.987826,-1.335462,-3.499557
1787287649446931712.000000,2.992825,0.536180,-3.628722
1787287649451931648.000000,2.997825,-1.040974,-3.694633
1787287649456931840.000000,3.002826,0.715982,-3.614209
1787287649461931776.000000,3.007826,-0.096278,-3.683637
1787287649466931712.000000,3.012825,1.444024,-3.862046
1787287649471931648.000000,3.017825,-1.399462,-3.844410
1787287649476931840.000000,3.022826,0.107902,-3.935715
1787287649481931776.000000,3.027826,0.546877,-4.116607
1787287649486931712.000000,3.032825,-0.889548,-4.355288
1787287649491931648.000000,3.037825,0.211035,-4.268308
1787287649496931840.000000,3.042826,0.670996,-4.427410
1787287649501931776.000000,3.047826,-0.013589,-4.348672
1787287649506931712.000000,3.052825,0.511187,-4.357803
1787287649511931648.000000,3.057825,-0.780170,-4.312279
1787287649516931840.000000,3.062826,0.143537,-4.485167
1787287649521931776.000000,3.067826,-0.126120,-4.339570
1787287649526931712.000000,3.072825,-0.518430,-4.491184
1787287649531931648.000000,3.077825,0.757224,-4.745224
1787287649536931840.000000,3.082826,-0.505666,-4.839914
1787287649541931776.000000,3.087826,1.536940,-4.946436
1787287649546931712.000000,3.092825,-0.200134,-4.893614
1787287649551931648.000000,3.097825,-0.254572,-4.874394
1787287649556931840.000000,3.102826,-0.233464,-4.912799
1787287649561931776.000000,3.107826,1.314440,-4.736470
1787287649566931712.000000,3.112825,-0.717289,-4.590985
1787287649571931648.000000,3.117825,-0.644896,-4.336072
1787287649576931840.000000,3.122826,0.178447,-4.115087
1787287649581931776.000000,3.127826,0.050517,-3.874878
1787287649586931712.000000,3.132825,0.158571,-3.775805
1787287649591931648.000000,3.137825,0.211777,-3.688792
1787287649596931840.000000,3.142826,-0.367975,-3.544384
1787287649601931776.000000,3.147826,-0.090021,-3.403493
1787287649606931712.000000,3.152825,-0.111252,-3.389222
1787287649611931648.000000,3.157825,-0.388881,-3.486388
1787287649616931840.000000,3.162826,0.709519,-3.494031
1787287649621931776.000000,3.167826,-0.121563,-3.650749
1787287649626931712.000000,3.172825,1.519444,-3.732557
1787287649631931648.000000,3.177825,-1.277847,-3.790659
1787287649636931840.000000,3.182826,1.500495,-4.031766
1787287649641931776.000000,3.187826,-0.532704,-3.962916
1787287649646931712.000000,3.192825,0.221454,-4.080602
1787287649651931648.000000,3.197825,0.128258,-4.059621
1787287649656931840.000000,3.202826,-0.389363,-4.089120
1787287649661931776.000000,3.207826,1.784763,-4.196507
1787287649666931712.000000,3.212825,-2.531489,-3.983994
1787287649671931648.000000,3.217825,1.454968,-4.084520
1787287649676931840.000000,3.222826,-0.219335,-4.011010
1787287649681931776.000000,3.227826,-0.248004,-3.888297
1787287649686931712.000000,3.232825,0.243660,-3.852909
1787287649691931648.000000,3.237825,-0.140502,-3.619666
1787287649696931840.000000,3.242826,-0.671045,-3.566981
1787287649701931776.000000,3.247826,0.724729,-3.464205
1787287649706931712.000000,3.252825,0.060746,-3.175176
1787287649711931648.000000,3.257825,0.682135,-3.154056
1787287649716931840.000000,3.262826,-0.765082,-3.117149
1787287649721931776.000000,3.267826,0.232196,-3.259092
1787287649726931712.000000,3.272825,-0.124987,-3.283307
1787287649731931648.000000,3.277825,0.140838,-3.293194
1787287649736931840.000000,3.282826,-0.047561,-3.114949
1787287649741931776.000000,3.287826,-0.008905,-3.176062
1787287649746931712.000000,3.292825,-0.088337,-3.178610
1787287649751931648.000000,3.297825,0.335545,-2.972320
1787287649756931840.000000,3.302826,-0.007492,-2.906084
1787287649761931776.000000,3.307826,-0.296882,-2.980877
1787287649766931712.000000,3.312825,0.523068,-2.963461
1787287649771931648.000000,3.317825,0.141017,-3.028069
1787287649776931840.000000,3.322826,-0.921344,-2.991180
1787287649781931776.000000,3.327826,0.296592,-2.941218
1787287649786931712.000000,3.332825,-0.759346,-3.081744
1787287649791931648.000000,3.337825,1.492446,-3.123386
1787287649796931840.000000,3.342826,-0.032872,-3.320738
1787287649801931776.000000,3.347826,-1.385425,-3.460240
1787287649806931712.000000,3.352825,1.202713,-3.561046
1787287649811931648.000000,3.357825,-0.162707,-3.644268
1787287649816931840.000000,3.362826,0.401719,-3.700513
1787287649821931776.000000,3.367826,-0.629608,-3.723946
1787287649826931712.000000,3.372825,0.364078,-3.602624
1787287649831931648.000000,3.377825,-1.667419,-3.580750
1787287649836931840.000000,3.382826,3.169079,-3.372851
1787287649841931776.000000,3.387826,-0.524785,-3.213742
1787287649846931712.000000,3.392825,-0.326118,-3.086799
1787287649851931648.000000,3.397825,-0.796841,-3.045046
1787287649856931840.000000,3.402826,0.401638,-3.040566
1787287649861931776.000000,3.407826,-0.592748,-3.104750
1787287649866931712.000000,3.412825,1.059601,-3.181169
1787287649871931648.000000,3.417825,-1.312253,-3.278113
1787287649876931840.000000,3.422826,1.488865,-3.358959
1787287649881931776.000000,3.427826,0.147236,-3.387504
1787287649886931712.000000,3.432825,0.035055,-3.321059
1787287649891931648.000000,3.437825,-0.725063,-3.271644
1787287649896931840.000000,3.442826,-0.239183,-3.284055
1787287649901931776.000000,3.447826,0.404016,-3.165590
1787287649906931712.000000,3.452825,1.046635,-3.105147
1787287649911931648.000000,3.457825,-0.872974,-3.041946
1787287649916931840.000000,3.462826,-0.062508,-3.050331
1787287649921931776.000000,3.467826,-0.023235,-3.072336
1787287649926931712.000000,3.472825,-0.362808,-3.209095
1787287649931931648.000000,3.477825,0.595260,-3.261346
1787287649936931840.000000,3.482826,-0.970070,-3.295965
1787287649941931776.000000,3.487826,0.481423,-3.353410
1787287649946931712.000000,3.492825,0.143888,-3.487473
1787287649951931648.000000,3.497825,-0.618636,-3.661061
1787287649956931840.000000,3.502826,-0.024658,-3.826778
1787287649961931776.000000,3.507826,0.075217,-3.876263
1787287649966931712.000000,3.512825,0.367568,-3.849456
1787287649971931648.000000,3.517825,0.584096,-3.695513
1787287649976931840.000000,3.522826,-0.887609,-3.677988
1787287649981931776.000000,3.527826,0.659678,-3.576515
1787287649986931712.000000,3.532825,0.174280,-3.569182
1787287649991931648.000000,3.537825,-0.315787,-3.427043
1787287649996931840.000000,3.542826,0.225257,-3.229370
1787287650001931776.000000,3.547826,0.426382,-2.954372
1787287650006931712.000000,3.552825,-0.693195,-2.817548
1787287650011931648.000000,3.557825,-0.480398,-2.592842
1787287650016931840.000000,3.562826,0.013025,-2.431572
1787287650021931776.000000,3.567826,0.424980,-2.312529
1787287650026931712.000000,3.572825,-0.357214,-2.210999
1787287650031931648.000000,3.577825,0.403942,-2.229404
1787287650036931840.000000,3.582826,-0.261654,-2.338749
1787287650041931776.000000,3.587826,-0.138164,-2.315193
1787287650046931712.000000,3.592825,0.560029,-2.376319
1787287650051931648.000000,3.597825,-0.623341,-2.483565
1787287650056931840.000000,3.602826,0.319752,-2.580593
1787287650061931776.000000,3.607826,0.255154,-2.559891
1787287650066931712.000000,3.612825,-0.871170,-2.568019
1787287650071931648.000000,3.617825,0.316986,-2.607327
1787287650076931840.000000,3.622826,-0.209231,-2.577118
1787287650081931776.000000,3.627826,0.096039,-2.451343
1787287650086931712.000000,3.632825,0.051864,-2.412340
1787287650091931648.000000,3.637825,0.002993,-2.565373
1787287650096931840.000000,3.642826,-0.154127,-2.486114
1787287650101931776.000000,3.647826,0.290223,-2.551415
1787287650106931712.000000,3.652825,0.063852,-2.511599
1787287650111931648.000000,3.657825,-0.152693,-2.510846
1787287650116931840.000000,3.662826,0.092920,-2.582561
1787287650121931776.000000,3.667826,-0.370610,-2.568646
1787287650126931712.000000,3.672825,-0.077386,-2.651822
1787287650131931648.000000,3.677825,0.359676,-2.572457
1787287650136931840.000000,3.682826,-0.342617,-2.643400
1787287650141931776.000000,3.687826,0.010422,-2.696687
1787287650146931712.000000,3.692825,0.085953,-2.608536
1787287650151931648.000000,3.697825,-0.257153,-2.655593
1787287650156931840.000000,3.702826,0.154841,-2.638649
1787287650161931776.000000,3.707826,-0.011169,-2.538283
1787287650166931712.000000,3.712825,-0.031829,-2.537542
1787287650171931648.000000,3.717825,-0.011919,-2.585469
1787287650176931840.000000,3.722826,-0.040425,-2.648893
1787287650181931776.000000,3.727826,-0.034497,-2.637727
1787287650186931712.000000,3.732825,0.017619,-2.644685
1787287650191931648.000000,3.737825,-0.000470,-2.667901
1787287650196931840.000000,3.742826,-0.004886,-2.671573
1787287650201931776.000000,3.747826,-0.013067,-2.674061
1787287650206931712.000000,3.752825,-0.026398,-2.666413
1787287650211931648.000000,3.757825,-0.017422,-2.674365
1787287650216931840.000000,3.762826,-0.023142,-2.673976
1787287650221931776.000000,3.767826,-0.042458,-2.673092
1787287650226931712.000000,3.772825,-0.030621,-2.667906
1787287650231931648.000000,3.777825,-0.035248,-2.669092
1787287650236931840.000000,3.782826,-0.017061,-2.664912
1787287650241931776.000000,3.787826,-0.006166,-2.659410
1787287650246931712.000000,3.792825,-0.003995,-2.661943
1787287650251931648.000000,3.797825,-0.002698,-2.651246
1787287650256931840.000000,3.802826,-0.002810,-2.653635
1787287650261931776.000000,3.807826,0.014796,-2.652141
1787287650266931712.000000,3.812825,-0.004865,-2.658474
1787287650271931648.000000,3.817825,-0.026002,-2.652050
1787287650276931840.000000,3.822826,-0.023457,-2.665974
1787287650281931776.000000,3.827826,-0.013321,-2.653937
1787287650286931712.000000,3.832825,-0.029920,-2.655938
1787287650291931648.000000,3.837825,-0.029347,-2.657947
1787287650296931840.000000,3.842826,-0.026453,-2.660149
1787287650301931776.000000,3.847826,-0.009398,-2.672353
1787287650306931712.000000,3.852825,-0.015237,-2.672386
1787287650311931648.000000,3.857825,-0.024432,-2.660054
1787287650316931840.000000,3.862826,-0.013824,-2.671363
1787287650321931776.000000,3.867826,0.002145,-2.681522
1787287650326931712.000000,3.872825,0.010233,-2.662240
1787287650331931648.000000,3.877825,-0.002671,-2.666955
1787287650336931840.000000,3.882826,0.002332,-2.671873
1787287650341931776.000000,3.887826,-0.006065,-2.672508
1787287650346931712.000000,3.892825,-0.014623,-2.673135
1787287650351931648.000000,3.897825,-0.005918,-2.671932
1787287650356931840.000000,3.902826,-0.002113,-2.680080
1787287650361931776.000000,3.907826,-0.009678,-2.673184
1787287650366931712.000000,3.912825,-0.022243,-2.668300
1787287650371931648.000000,3.917825,-0.022693,-2.661678
1787287650376931840.000000,3.922826,-0.015268,-2.669678
1787287650381931776.000000,3.927826,-0.016315,-2.653550
1787287650386931712.000000,3.932825,-0.005497,-2.658295
1787287650391931648.000000,3.937825,-0.014308,-2.663884
1787287650396931840.000000,3.942826,-0.014344,-2.661389
1787287650401931776.000000,3.947826,-0.031347,-2.655423
1787287650406931712.000000,3.952825,-0.038873,-2.655340
1787287650411931648.000000,3.957825,-0.147012,-2.641682
1787287650416931840.000000,3.962826,0.055241,-2.676105
1787287650421931776.000000,3.967826,-0.036184,-2.664104
1787287650426931712.000000,3.972825,-0.017822,-2.667247
1787287650431931648.000000,3.977825,0.017833,-2.681319
1787287650436931840.000000,3.982826,0.004794,-2.676960
1787287650441931776.000000,3.987826,0.005301,-2.678338
1787287650446931712.000000,3.992825,0.017178,-2.675204
1787287650451931648.000000,3.997825,0.007091,-2.676332
1787287650456931840.000000,4.002826,-0.009061,-2.678523
1787287650461931776.000000,4.007826,-0.021597,-2.666745
1787287650466931712.000000,4.012825,-0.019054,-2.666074
1787287650471931648.000000,4.017825,-0.031099,-2.658895
1787287650476931840.000000,4.022826,-0.014988,-2.655961
1787287650481931776.000000,4.027826,-0.019488,-2.656540
1787287650486931712.000000,4.032825,-0.025665,-2.654189
1787287650491931648.000000,4.037825,-0.017517,-2.653974
1787287650496931840.000000,4.042826,-0.010686,-2.659493
1787287650501931776.000000,4.047826,-0.017567,-2.657736
1787287650506931712.000000,4.052825,-0.019109,-2.662799
1787287650511931648.000000,4.057825,-0.026280,-2.665853
1787287650516931840.000000,4.062826,-0.004156,-2.667774
1787287650521931776.000000,4.067826,-0.011520,-2.671804
1787287650526931712.000000,4.072825,0.004985,-2.675762
1787287650531931648.000000,4.077825,0.004976,-2.674003
1787287650536931840.000000,4.082826,-0.002739,-2.672753
1787287650541931776.000000,4.087826,-0.009427,-2.665151
1787287650546931712.000000,4.092825,-0.015676,-2.661680
1787287650551931648.000000,4.097825,-0.015425,-2.657743
1787287650556931840.000000,4.102826,-0.034375,-2.663164
1787287650561931776.000000,4.107826,-0.024554,-2.655131
1787287650566931712.000000,4.112825,-0.035664,-2.655453
1787287650571931648.000000,4.117825,-0.040397,-2.656243
1787287650576931840.000000,4.122826,-0.028578,-2.660007
1787287650581931776.000000,4.127826,-0.013067,-2.669386
1787287650586931712.000000,4.132825,-0.006612,-2.661903
1787287650591931648.000000,4.137825,0.003963,-2.679008
1787287650596931840.000000,4.142826,0.001527,-2.689888
1787287650601931776.000000,4.147826,-0.002197,-2.683709
1787287650606931712.000000,4.152825,-0.008187,-2.680770
1787287650611931648.000000,4.157825,-0.010160,-2.678272
1787287650616931840.000000,4.162826,-0.032653,-2.673111
1787287650621931776.000000,4.167826,-0.027604,-2.667602
1787287650626931712.000000,4.172825,-0.024319,-2.668254
1787287650631931648.000000,4.177825,-0.037196,-2.660313
1787287650636931840.000000,4.182826,-0.026754,-2.662787
1787287650641931776.000000,4.187826,-0.017641,-2.660837
1787287650646931712.000000,4.192825,-0.023106,-2.664538
1787287650651931648.000000,4.197825,-0.017867,-2.657316
1787287650656931840.000000,4.202826,-0.009991,-2.659188
1787287650661931776.000000,4.207826,-0.008117,-2.663591
1787287650666931712.000000,4.212825,-0.008906,-2.665505
1787287650671931648.000000,4.217825,-0.022540,-2.662373
1787287650676931840.000000,4.222826,-0.008714,-2.680917
1787287650681931776.000000,4.227826,-0.019451,-2.672273
1787287650686931712.000000,4.232825,-0.028290,-2.676383
1787287650691931648.000000,4.237825,-0.020602,-2.673428
1787287650696931840.000000,4.242826,-0.027366,-2.675694
1787287650701931776.000000,4.247826,-0.025389,-2.675623
1787287650706931712.000000,4.252825,-0.010676,-2.674843
1787287650711931648.000000,4.257825,-0.015339,-2.665761
1787287650716931840.000000,4.262826,-0.012177,-2.666608
1787287650721931776.000000,4.267826,-0.020840,-2.661106
1787287650726931712.000000,4.272825,-0.004864,-2.663592
1787287650731931648.000000,4.277825,-0.022421,-2.663764
1787287650736931840.000000,4.282826,-0.017773,-2.649766
1787287650741931776.000000,4.287826,-0.010724,-2.656806
1787287650746931712.000000,4.292825,-0.011137,-2.664237
1787287650751931648.000000,4.297825,-0.011059,-2.668146
1787287650756931840.000000,4.302826,-0.005376,-2.657015
1787287650761931776.000000,4.307826,-0.000577,-2.660742
1787287650766931712.000000,4.312825,-0.004956,-2.666823
1787287650771931648.000000,4.317825,0.000568,-2.671397
1787287650776931840.000000,4.322826,0.006096,-2.665553
1787287650781931776.000000,4.327826,-0.012347,-2.675870
1787287650786931712.000000,4.332825,-0.006088,-2.664692
1787287650791931648.000000,4.337825,-0.009341,-2.668075
1787287650796931840.000000,4.342826,-0.018228,-2.670243
1787287650801931776.000000,4.347826,-0.016619,-2.672419
1787287650806931712.000000,4.352825,-0.012704,-2.678120
1787287650811931648.000000,4.357825,-0.003785,-2.668128
1787287650816931840.000000,4.362826,-0.005994,-2.671452
1787287650821931776.000000,4.367826,-0.014161,-2.674953
1787287650826931712.000000,4.372825,-0.009912,-2.665969
1787287650831931648.000000,4.377825,-0.005179,-2.668872
1787287650836931840.000000,4.382826,-0.012084,-2.666924
1787287650841931776.000000,4.387826,-0.004709,-2.662362
1787287650846931712.000000,4.392825,-0.010526,-2.665906
1787287650851931648.000000,4.397825,-0.001445,-2.669914
1787287650856931840.000000,4.402826,-0.003941,-2.669886
1787287650861931776.000000,4.407826,-0.007171,-2.663123
1787287650866931712.000000,4.412825,-0.012694,-2.658136
1787287650871931648.000000,4.417825,-0.015263,-2.662488
1787287650876931840.000000,4.422826,-0.013835,-2.667096
1787287650881931776.000000,4.427826,-0.032631,-2.665611
1787287650886931712.000000,4.432825,-0.031864,-2.657222
1787287650891931648.000000,4.437825,-0.019183,-2.665604
1787287650896931840.000000,4.442826,-0.018220,-2.663847
1787287650901931776.000000,4.447826,-0.020339,-2.657032
1787287650906931712.000000,4.452825,-0.045856,-2.658592
1787287650911931648.000000,4.457825,-0.024532,-2.663880
1787287650916931840.000000,4.462826,-0.032213,-2.655618
1787287650921931776.000000,4.467826,-0.027555,-2.662401
1787287650926931712.000000,4.472825,0.007947,-2.669518
1787287650931931648.000000,4.477825,0.012419,-2.664325
1787287650936931840.000000,4.482826,0.004399,-2.660058
1787287650941931776.000000,4.487826,0.016721,-2.659082
1787287650946931712.000000,4.492825,0.012278,-2.657223
1787287650951931648.000000,4.497825,0.005746,-2.657133
1787287650956931840.000000,4.502826,-0.006914,-2.658787
1787287650961931776.000000,4.507826,-0.000571,-2.657142
1787287650966931712.000000,4.512825,-0.002548,-2.655021
1787287650971931648.000000,4.517825,-0.013967,-2.665151
1787287650976931840.000000,4.522826,-0.051884,-2.668871
1787287650981931776.000000,4.527826,-0.037343,-2.663744
1787287650986931712.000000,4.532825,-0.016124,-2.672922
1787287650991931648.000000,4.537825,-0.026779,-2.670010
1787287650996931840.000000,4.542826,-0.010993,-2.674780
1787287651001931776.000000,4.547826,0.001446,-2.674595
1787287651006931712.000000,4.552825,0.007339,-2.675055
1787287651011931648.000000,4.557825,0.030069,-2.674214
1787287651016931840.000000,4.562826,0.033402,-2.668978
1787287651021931776.000000,4.567826,0.001507,-2.668107
1787287651026931712.000000,4.572825,-0.020541,-2.666400
1787287651031931648.000000,4.577825,-0.033307,-2.673305
1787287651036931840.000000,4.582826,-0.070718,-2.666015
1787287651041931776.000000,4.587826,-0.048209,-2.662581
1787287651046931712.000000,4.592825,-0.031050,-2.665444
1787287651051931648.000000,4.597825,0.001844,-2.668563
1787287651056931840.000000,4.602826,0.008620,-2.679770
1787287651061931776.000000,4.607826,-0.010651,-2.674667
1787287651066931712.000000,4.612825,0.009233,-2.679300
1787287651071931648.000000,4.617825,0.012802,-2.677270
1787287651076931840.000000,4.622826,0.000851,-2.685713
1787287651081931776.000000,4.627826,-0.021991,-2.683644
1787287651086931712.000000,4.632825,-0.029801,-2.679388
1787287651091931648.000000,4.637825,-0.034843,-2.675934
1787287651096931840.000000,4.642826,-0.022693,-2.672778
1787287651101931776.000000,4.647826,-0.001803,-2.657726
1787287651106931712.000000,4.652825,0.026919,-2.651986
1787287651111931648.000000,4.657825,0.034146,-2.644757
1787287651116931840.000000,4.662826,0.012100,-2.641640
1787287651121931776.000000,4.667826,-0.009779,-2.654435
1787287651126931712.000000,4.672825,-0.016172,-2.644461
1787287651131931648.000000,4.677825,-0.038104,-2.652914
1787287651136931840.000000,4.682826,-0.043817,-2.647928
1787287651141931776.000000,4.687826,-0.035506,-2.663127
1787287651146931712.000000,4.692825,-0.016604,-2.663204
1787287651151931648.000000,4.697825,-0.022558,-2.671831
1787287651156931840.000000,4.702826,-0.007792,-2.677772
1787287651161931776.000000,4.707826,0.015112,-2.675325
1787287651166931712.000000,4.712825,0.008789,-2.680449
1787287651171931648.000000,4.717825,0.004605,-2.684829
1787287651176931840.000000,4.722826,-0.001108,-2.677225
1787287651181931776.000000,4.727826,-0.005454,-2.670819
1787287651186931712.000000,4.732825,-0.004798,-2.666939
1787287651191931648.000000,4.737825,-0.018739,-2.660161
1787287651196931840.000000,4.742826,-0.019568,-2.662225
1787287651201931776.000000,4.747826,-0.020499,-2.663028
1787287651206931712.000000,4.752825,-0.021798,-2.661747
1787287651211931648.000000,4.757825,-0.009833,-2.665586
1787287651216931840.000000,4.762826,0.009315,-2.663204
1787287651221931776.000000,4.767826,0.008326,-2.662432
1787287651226931712.000000,4.772825,0.012705,-2.661921
1787287651231931648.000000,4.777825,0.011758,-2.666484
1787287651236931840.000000,4.782826,0.002042,-2.663243
1787287651241931776.000000,4.787826,-0.008096,-2.661602
1787287651246931712.000000,4.792825,-0.014600,-2.655192
1787287651251931648.000000,4.797825,-0.020794,-2.670753
1787287651256931840.000000,4.802826,-0.030207,-2.669273
1787287651261931776.000000,4.807826,-0.017465,-2.668005
1787287651266931712.000000,4.812825,-0.011822,-2.662430
1787287651271931648.000000,4.817825,0.000711,-2.656369
1787287651276931840.000000,4.822826,0.004851,-2.658932
1787287651281931776.000000,4.827826,-0.002360,-2.654416
1787287651286931712.000000,4.832825,-0.000895,-2.660653
1787287651291931648.000000,4.837825,0.005798,-2.654183
1787287651296931840.000000,4.842826,-0.013073,-2.659376
1787287651301931776.000000,4.847826,-0.015690,-2.660199
1787287651306931712.000000,4.852825,-0.022322,-2.667021
1787287651311931648.000000,4.857825,-0.032052,-2.667325
1787287651316931840.000000,4.862826,-0.030694,-2.672744
1787287651321931776.000000,4.867826,-0.019017,-2.681578
1787287651326931712.000000,4.872825,-0.016931,-2.680145
1787287651331931648.000000,4.877825,0.005789,-2.682166
1787287651336931840.000000,4.882826,-0.003240,-2.668672
1787287651341931776.000000,4.887826,-0.004622,-2.667649
1787287651346931712.000000,4.892825,0.001372,-2.661599
1787287651351931648.000000,4.897825,-0.006640,-2.671840
1787287651356931840.000000,4.902826,-0.014146,-2.661917
1787287651361931776.000000,4.907826,-0.000981,-2.658773
1787287651366931712.000000,4.912825,-0.011615,-2.656421
1787287651371931648.000000,4.917825,-0.023090,-2.660333
1787287651376931840.000000,4.922826,-0.000429,-2.656954
1787287651381931776.000000,4.927826,-0.013773,-2.657564
1787287651386931712.000000,4.932825,-0.008052,-2.673126
1787287651391931648.000000,4.937825,0.002688,-2.673403
1787287651396931840.000000,4.942826,0.002950,-2.670440
1787287651401931776.000000,4.947826,-0.019541,-2.675851
1787287651406931712.000000,4.952825,-0.030710,-2.665140
1787287651411931648.000000,4.957825,-0.028000,-2.682040
1787287651416931840.000000,4.962826,-0.029472,-2.678110
1787287651421931776.000000,4.967826,-0.025807,-2.682740
1787287651426931712.000000,4.972825,-0.009703,-2.672251
1787287651431931648.000000,4.977825,-0.003533,-2.668152
1787287651436931840.000000,4.982826,-0.005659,-2.662365
1787287651441931776.000000,4.987826,0.003670,-2.663087
1787287651446931712.000000,4.992825,0.002303,-2.657916
1787287651451931648.000000,4.997825,-0.000493,-2.651323
1787287651456931840.000000,5.002826,-0.011631,-2.647833
1787287651461931776.000000,5.007826,-0.014435,-2.655423
1787287651466931712.000000,5.012825,-0.010318,-2.663735
1787287651471931648.000000,5.017825,-0.011413,-2.673683
1787287651476931840.000000,5.022826,-0.023464,-2.676654
1787287651481931776.000000,5.027826,-0.012888,-2.684364
1787287651486931712.000000,5.032825,-0.002631,-2.682017
1787287651491931648.000000,5.037825,0.006316,-2.670574
1787287651496931840.000000,5.042826,-0.005639,-2.677576
1787287651501931776.000000,5.047826,-0.007876,-2.685068
1787287651506931712.000000,5.052825,-0.002462,-2.674778
1787287651511931648.000000,5.057825,0.003027,-2.662355
1787287651516931840.000000,5.062826,-0.019160,-2.669570
1787287651521931776.000000,5.067826,0.004862,-2.663316
1787287651526931712.000000,5.072825,-0.002229,-2.665376
1787287651531931648.000000,5.077825,-0.016946,-2.658488
1787287651536931840.000000,5.082826,0.003357,-2.659466
1787287651541931776.000000,5.087826,-0.001418,-2.668134
1787287651546931712.000000,5.092825,-0.007427,-2.661246
1787287651551931648.000000,5.097825,-0.020961,-2.662201
1787287651556931840.000000,5.102826,-0.009580,-2.664908
1787287651561931776.000000,5.107826,-0.011780,-2.667641
1787287651566931712.000000,5.112825,-0.018399,-2.660857
1787287651571931648.000000,5.117825,-0.014693,-2.667107
1787287651576931840.000000,5.122826,-0.005242,-2.668958
1787287651581931776.000000,5.127826,0.009924,-2.657164
1787287651586931712.000000,5.132825,0.007879,-2.663801
1787287651591931648.000000,5.137825,0.011296,-2.667412
1787287651596931840.000000,5.142826,-0.010862,-2.668262
1787287651601931776.000000,5.147826,-0.008855,-2.668660
1787287651606931712.000000,5.152825,-0.009174,-2.673411
1787287651611931648.000000,5.157825,-0.014247,-2.670211
1787287651616931840.000000,5.162826,-0.020992,-2.672379
1787287651621931776.000000,5.167826,-0.019918,-2.670426
1787287651626931712.000000,5.172825,-0.019113,-2.659866
1787287651631931648.000000,5.177825,-0.010922,-2.667630
1787287651636931840.000000,5.182826,-0.001341,-2.668486
1787287651641931776.000000,5.187826,0.007810,-2.666213
1787287651646931712.000000,5.192825,-0.003681,-2.663849
1787287651651931648.000000,5.197825,0.006120,-2.663597
1787287651656931840.000000,5.202826,-0.007289,-2.655646
1787287651661931776.000000,5.207826,0.000149,-2.665256
1787287651666931712.000000,5.212825,-0.015052,-2.655303
1787287651671931648.000000,5.217825,-0.008860,-2.665253
1787287651676931840.000000,5.222826,-0.006636,-2.666814
1787287651681931776.000000,5.227826,-0.011208,-2.676182
1787287651686931712.000000,5.232825,-0.012201,-2.674602
1787287651691931648.000000,5.237825,-0.004318,-2.672734
1787287651696931840.000000,5.242826,-0.019662,-2.670946
1787287651701931776.000000,5.247826,-0.006485,-2.666046
1787287651706931712.000000,5.252825,0.006116,-2.660316
1787287651711931648.000000,5.257825,-0.000649,-2.668801
1787287651716931840.000000,5.262826,-0.002886,-2.671745
1787287651721931776.000000,5.267826,-0.003108,-2.667096
1787287651726931712.000000,5.272825,-0.000931,-2.672213
1787287651731931648.000000,5.277825,-0.006003,-2.663374
1787287651736931840.000000,5.282826,-0.000745,-2.661413
1787287651741931776.000000,5.287826,-0.014744,-2.663896
1787287651746931712.000000,5.292825,-0.021359,-2.666209
1787287651751931648.000000,5.297825,-0.007776,-2.666652
1787287651756931840.000000,5.302826,0.011118,-2.666196
1787287651761931776.000000,5.307826,0.010001,-2.659345
1787287651766931712.000000,5.312825,-0.010050,-2.669732
1787287651771931648.000000,5.317825,-0.004070,-2.674764
1787287651776931840.000000,5.322826,-0.008252,-2.668280
1787287651781931776.000000,5.327826,-0.006061,-2.676641
1787287651786931712.000000,5.332825,-0.014570,-2.676373
1787287651791931648.000000,5.337825,-0.006846,-2.679613
1787287651796931840.000000,5.342826,-0.003758,-2.671449
1787287651801931776.000000,5.347826,-0.022972,-2.667512
1787287651806931712.000000,5.352825,-0.006516,-2.676180
1787287651811931648.000000,5.357825,-0.013188,-2.671265
1787287651816931840.000000,5.362826,0.000531,-2.672572
1787287651821931776.000000,5.367826,-0.002290,-2.667330
1787287651826931712.000000,5.372825,-0.016601,-2.665255
1787287651831931648.000000,5.377825,-0.015660,-2.661307
1787287651836931840.000000,5.382826,-0.002674,-2.670181
1787287651841931776.000000,5.387826,-0.006901,-2.662023
1787287651846931712.000000,5.392825,-0.013854,-2.661898
1787287651851931648.000000,5.397825,-0.003485,-2.671491
1787287651856931840.000000,5.402826,-0.006356,-2.670263
1787287651861931776.000000,5.407826,-0.001112,-2.660569
1787287651866931712.000000,5.412825,0.001352,-2.664422
1787287651871931648.000000,5.417825,-0.006868,-2.658993
1787287651876931840.000000,5.422826,-0.006343,-2.654559
1787287651881931776.000000,5.427826,-0.021399,-2.660908
1787287651886931712.000000,5.432825,-0.007829,-2.657032
1787287651891931648.000000,5.437825,-0.014024,-2.656200
1787287651896931840.000000,5.442826,-0.011209,-2.656277
1787287651901931776.000000,5.447826,-0.015552,-2.670164
