time,x,x
1.78869E+18,-0.118466549,0.001470251
1.78869E+18,-0.118519813,0.001416987
1.78869E+18,-0.118461587,0.001475213
1.78869E+18,-0.118439391,0.001497409
1.78869E+18,-0.118442647,0.001494153
1.78869E+18,-0.118430778,0.001506022
1.78869E+18,-0.118362837,0.001573963
1.78869E+18,-0.118325554,0.001611246
1.78869E+18,-0.118265197,0.001671603
1.78869E+18,-0.118224688,0.001712112
1.78869E+18,-0.118178912,0.001757888
1.78869E+18,-0.118078701,0.001858099
1.78869E+18,-0.117907353,0.002029447
1.78869E+18,-0.117935605,0.002001195
1.78869E+18,-0.117899507,0.002037293
1.78869E+18,-0.117835194,0.002101606
1.78869E+18,-0.117795825,0.002140975
1.78869E+18,-0.117759302,0.002177498
1.78869E+18,-0.117707901,0.002228899
1.78869E+18,-0.117718741,0.002218059
1.78869E+18,-0.117657237,0.002279563
1.78869E+18,-0.117674038,0.002262762
1.78869E+18,-0.117650487,0.002286313
1.78869E+18,-0.117679335,0.002257465
1.78869E+18,-0.117707759,0.002229041
1.78869E+18,-0.117702141,0.002234659
1.78869E+18,-0.117573641,0.002363159
1.78869E+18,-0.117529213,0.002407587
1.78869E+18,-0.117598116,0.002338684
1.78869E+18,-0.11763113,0.00230567
1.78869E+18,-0.117617913,0.002318887
1.78869E+18,-0.117642269,0.002294531
1.78869E+18,-0.117687784,0.002249016
1.78869E+18,-0.117746979,0.002189821
1.78869E+18,-0.117760554,0.002176246
1.78869E+18,-0.117777251,0.002159549
1.78869E+18,-0.117770083,0.002166717
1.78869E+18,-0.117732756,0.002204044
1.78869E+18,-0.117808849,0.002127951
1.78869E+18,-0.117865629,0.002071171
1.78869E+18,-0.117921308,0.002015492
1.78869E+18,-0.117885739,0.002051061
1.78869E+18,-0.117918082,0.002018718
1.78869E+18,-0.118025653,0.001911147
1.78869E+18,-0.118049979,0.001886821
1.78869E+18,-0.118061572,0.001875228
1.78869E+18,-0.118095323,0.001841477
1.78869E+18,-0.118043154,0.001893646
1.78869E+18,-0.118104875,0.001831925
1.78869E+18,-0.118121222,0.001815578
